,Status,AFP,APOBEC3A,ART3,CCL7,CXCL10,CXCL9,DNAH7,GRID2,HTR3A,KRT78,LAMP3,MYLK2,PGBD5,POTEKP,RAET1L,SLC28A2,SOX11,SPHK1,TH,TMEM171,TNRC18P1,TREM1,TTC6,UGT2B15,VRTN
Sample1216,0,4.247927513,4.857980995,4.754887502,4.321928095,7.539158811,7.888743249,6.169925001,4.857980995,4.807354922,3.700439718,6.022367813,4.169925001,6.044394119,9.797661526,5.321928095,4.392317423,6.129283017,8.622051819,4.700439718,4.754887502,4.754887502,5.426264755,6.614709844,2.584962501,3.169925001
Sample1217,0,4.392317423,5.491853096,4.700439718,5.727920455,7.622051819,5.727920455,7.383704292,5.491853096,5.95419631,5.426264755,6.658211483,6.044394119,5.906890596,7.451211112,5.392317423,5.614709844,5.459431619,6.442943496,5,5.554588852,5.807354922,6.06608919,7.539158811,5.754887502,5
Sample1218,0,4.857980995,5.426264755,5.321928095,5.807354922,5.700439718,6.569855608,6.727920455,5.209453366,5.906890596,6.108524457,6.06608919,6.357552005,6.044394119,6.209453366,5.700439718,5.832890014,6.459431619,7.707359132,5.392317423,5.807354922,6.672425342,5.781359714,6.794415866,5.700439718,6.658211483
Sample1219,0,1.584962501,3.584962501,3.700439718,1,10.4655664,11.6105635,4.169925001,1.584962501,2.321928095,1.584962501,8.164906927,2.321928095,5.129283017,1,2.584962501,3.321928095,10.14338321,8.321928095,2,2.321928095,3,4,4.169925001,1,1
Sample1220,0,2.321928095,6.820178962,6.321928095,2.321928095,10.55842071,10.89935692,4.584962501,2.321928095,7.499845887,1.584962501,9.084808388,2.807354922,6.686500527,1,3.807354922,3.700439718,5.129283017,7.392317423,4,4.321928095,4,4.64385619,4.087462841,1,1
Sample1221,0,6.672425342,5,5.357552005,4.700439718,8.154818109,6.95419631,6.169925001,5.285402219,6.14974712,5,6.930737338,6.426264755,5.95419631,4.857980995,5.64385619,5.64385619,5.247927513,8.118941073,5.459431619,5.247927513,6.375039431,6.06608919,5.169925001,6.247927513,6.087462841
Sample1222,0,3.169925001,6.303780748,3.700439718,4.087462841,8.807354922,8.087462841,5.523561956,3.169925001,2.807354922,3.321928095,5.554588852,3.700439718,5.930737338,9.926295995,3.906890596,4.459431619,6.845490051,8.339850003,9.076815597,3.584962501,3.321928095,3.584962501,4.392317423,1.584962501,1
Sample1223,0,4.392317423,4.087462841,4,4.392317423,8.971543554,6.614709844,6.14974712,4.459431619,5.044394119,4.321928095,5.857980995,5.169925001,5.426264755,9.670656249,5.209453366,4.906890596,4.64385619,6.894817763,4.807354922,4.584962501,5.754887502,5,6,2.807354922,2.584962501
Sample1224,0,4.807354922,6.409390936,4.584962501,4.857980995,10.39446269,8.027905997,5.781359714,3.169925001,3.459431619,3.169925001,5.832890014,3.807354922,4.754887502,9.693486957,4.247927513,3.807354922,4.247927513,7.238404739,3.321928095,4.392317423,4,4.95419631,4.087462841,1.584962501,2
Sample1225,0,3,3.906890596,4.584962501,3.459431619,6.807354922,7.930737338,5.523561956,2.584962501,3.584962501,3.584962501,6.977279923,3.584962501,5.95419631,11.08878824,4.584962501,4.700439718,5.584962501,7.73470962,4.523561956,4.807354922,5.392317423,4.906890596,5.129283017,2,3.321928095
Sample1226,0,2.584962501,5.727920455,4,4.087462841,9.027905997,9.710806434,5.614709844,4.392317423,4.321928095,4.392317423,6.303780748,4.584962501,5.523561956,6.169925001,4.64385619,4.807354922,5.754887502,7.982993575,3.700439718,4.807354922,4.906890596,5.977279923,5.554588852,7.366322214,4.321928095
Sample1227,0,3.700439718,6.06608919,4.523561956,4.321928095,9.972979786,7.851749041,5.906890596,4.523561956,4.523561956,4.169925001,6.62935662,7.357552005,5.832890014,4.906890596,4.857980995,4.906890596,4.95419631,8.276124405,3.807354922,4.906890596,4.95419631,5.357552005,6.087462841,2.321928095,4.700439718
Sample1228,0,2.321928095,9.511752654,10.08214904,3.459431619,10.72024426,9.726218159,4.247927513,1.584962501,1.584962501,2,8.139551352,4,9,2,7.21916852,3.459431619,8.894817763,8.055282436,2,4.392317423,3,5.087462841,3.321928095,1,1
Sample1229,0,3.459431619,4.807354922,5.491853096,5.169925001,8.84862294,6.475733431,5.906890596,4.95419631,4.807354922,5,6.108524457,5.727920455,5.906890596,5.614709844,5.554588852,4.95419631,6.209453366,9.144658243,4.392317423,4.807354922,5.857980995,5.857980995,7.011227255,4.247927513,5
Sample1230,0,3.700439718,5.584962501,4.169925001,3.169925001,8.28077077,8.459431619,6.169925001,4,5.906890596,4.247927513,6.442943496,4.247927513,5.523561956,5.087462841,5.129283017,4.459431619,10.44086917,8.209453366,3.807354922,3.700439718,5.554588852,5.321928095,7.348728154,2.584962501,3.169925001
Sample1231,0,3,3.321928095,4.392317423,4.247927513,9.098032083,9.658211483,5.857980995,5.781359714,4.392317423,4.459431619,7.62935662,4.392317423,5.459431619,1.584962501,4.95419631,4.700439718,4.64385619,7.491853096,9.243173983,5,5.614709844,4.754887502,6.108524457,6.807354922,3.321928095
Sample1232,0,3.321928095,4.906890596,4.523561956,6.044394119,9.614709844,8.62935662,5.95419631,5,4.087462841,4.807354922,7.321928095,4.459431619,5.209453366,5.614709844,5,5.087462841,4.321928095,8.523561956,4.087462841,5.129283017,5.321928095,5.727920455,4.392317423,5.247927513,3.906890596
Sample1233,0,3.584962501,6.129283017,4.857980995,4.523561956,9.896332404,8.577428828,6.569855608,4.906890596,5.321928095,5.247927513,6.727920455,5.584962501,7.965784285,1,5.169925001,5.700439718,5.754887502,6.754887502,5.247927513,5.285402219,5.727920455,5.459431619,5.357552005,3.807354922,5.584962501
Sample1234,0,5.523561956,5,4.459431619,5,8.573647187,7.392317423,6.339850003,5.523561956,5.459431619,5.554588852,5.807354922,5.832890014,6.409390936,6.209453366,5.491853096,5.321928095,5,7.451211112,4.95419631,5,5.832890014,5.614709844,6.129283017,4.584962501,5.459431619
Sample1235,0,4.169925001,7.108524457,4.321928095,5,7.451211112,8.820178962,6.247927513,4.700439718,5.087462841,4.321928095,5.584962501,5.087462841,6.06608919,4,4.857980995,4.906890596,8.113742166,8.174925683,8.607330314,4.584962501,5.392317423,4.95419631,5.169925001,4.321928095,4.321928095
Sample1236,0,4,5.672425342,5.906890596,5.832890014,8.924812504,7.531381461,6.569855608,4.857980995,5.614709844,5.247927513,7.011227255,5.754887502,5.285402219,4.087462841,5.584962501,5.584962501,5.087462841,7.459431619,6.044394119,5.087462841,6.392317423,5.807354922,6.539158811,4.857980995,5.129283017
Sample1237,0,1,5.129283017,2.807354922,1,11.57459353,12.50903269,4,1,1,1,9.350939182,1.584962501,4,1,1,2.321928095,3.584962501,7.209453366,1,2,1.584962501,2.807354922,3.807354922,1,1
Sample1238,0,5.426264755,6.392317423,5.554588852,5.832890014,5.044394119,5.459431619,6.965784285,6.409390936,6.768184325,5.977279923,4.807354922,6.741466986,6.14974712,3,6,5.857980995,5.247927513,6.906890596,5.614709844,6.375039431,6.918863237,6.06608919,8.294620749,6.247927513,6.357552005
Sample1239,0,6.266786541,6.426264755,4.807354922,4.523561956,9.370687407,8.854868383,5.426264755,5.357552005,4.95419631,4.857980995,7.055282436,5,6.285402219,1,4.700439718,5.044394119,5.754887502,7.584962501,5.584962501,5.459431619,6,5.044394119,6.392317423,4,5.977279923
Sample1240,0,4.087462841,5.727920455,4.584962501,4.700439718,6.754887502,7.409390936,6.584962501,5.285402219,5.044394119,5.491853096,5.247927513,5.727920455,6.442943496,6.044394119,5.554588852,5.321928095,7.330916878,9.121533517,5.169925001,5.523561956,6.303780748,6.442943496,6.247927513,5.087462841,5.044394119
Sample1241,0,4.906890596,7.348728154,4.807354922,4.700439718,7.366322214,7.918863237,6.209453366,5.357552005,5.321928095,5.392317423,6.392317423,5.727920455,5.807354922,3.459431619,5.459431619,5.209453366,6.686500527,8.8008999,5.087462841,5.882643049,6.209453366,6.392317423,5.832890014,5.523561956,5.906890596
Sample1242,0,4.95419631,6.741466986,4.584962501,4.392317423,7.592457037,8.139551352,6.426264755,5.491853096,4.392317423,4.857980995,6.442943496,6.022367813,6.108524457,4.857980995,5.554588852,5.977279923,5.169925001,7.948367232,6.426264755,5.882643049,5.977279923,5.523561956,4.857980995,5.209453366,5.95419631
Sample1243,0,5.426264755,7.475733431,4.857980995,6.584962501,7.781359714,7.169925001,5.491853096,5,5.087462841,5.044394119,5.807354922,6.714245518,5.977279923,5,5.087462841,4.807354922,5.906890596,7.768184325,5.672425342,5.781359714,5.209453366,5.832890014,9.625708843,5.044394119,4.459431619
Sample1244,0,5.321928095,4.584962501,3.807354922,2.584962501,8.13442632,8.54689446,5.930737338,3.807354922,3.321928095,2.807354922,5.169925001,3.169925001,4.95419631,11.52845411,4.392317423,4.321928095,5.169925001,8.276124405,3,3.584962501,3.700439718,4.584962501,4.459431619,2,1.584962501
Sample1245,0,1,1.584962501,2.584962501,1,11.31174832,11.79279029,4.459431619,1,1,1,8.224001674,1,3.321928095,8.84862294,1.584962501,2.321928095,3.169925001,6.459431619,1.584962501,1.584962501,1.584962501,2.807354922,4.247927513,8.257387843,1
Sample1246,0,2.584962501,5.882643049,3.700439718,4.523561956,8.06608919,7.366322214,5.459431619,3,2.584962501,3.584962501,4.95419631,4.321928095,4.807354922,11.21856324,4.584962501,4.392317423,4.459431619,8.924812504,3.321928095,3.906890596,4.523561956,6.727920455,5.357552005,2.321928095,1.584962501
Sample1247,0,3.459431619,5.781359714,4.392317423,3.584962501,8.707359132,6.754887502,5.321928095,5,5.044394119,4.321928095,5.285402219,5.321928095,5.459431619,10.05663772,4.807354922,4.584962501,4.906890596,6.95419631,4.169925001,4.857980995,6.189824559,5.285402219,6.672425342,3.169925001,3.321928095
Sample1248,0,7.247927513,5.209453366,4.321928095,4.169925001,3.169925001,5.087462841,6.459431619,4.700439718,5.044394119,4.584962501,4.392317423,5,5.285402219,10.66088727,5.977279923,5.044394119,6.087462841,8.13442632,4.392317423,4.64385619,6.087462841,4.584962501,6.832890014,4.754887502,3.700439718
Sample1249,0,6.714245518,4.321928095,4.584962501,2.321928095,4.64385619,6.50779464,5.807354922,3.584962501,3.584962501,3.906890596,5.584962501,4.459431619,6,11.40992124,4.95419631,4.247927513,5.807354922,9.016808288,3.807354922,4.754887502,5.044394119,5.781359714,5.044394119,2.584962501,1.584962501
Sample1250,0,3.321928095,5.584962501,4,3.321928095,5.930737338,7,6.266786541,4.087462841,3.169925001,4.087462841,4.392317423,4.754887502,5.392317423,11.46964182,4.584962501,4.857980995,5.781359714,7.741466986,3.584962501,4.392317423,5.209453366,6.108524457,4.906890596,4.523561956,2.321928095
Sample1251,0,3,4.087462841,4,3.321928095,8.731319031,7.209453366,5.95419631,4.754887502,2.584962501,4,5.554588852,4.169925001,5.247927513,10.75739001,3.700439718,4.459431619,4.459431619,7.73470962,4.584962501,4.523561956,4.584962501,5.247927513,6.209453366,2.807354922,2
Sample1252,0,1.584962501,6.266786541,3.459431619,1,9.192292814,10.63662462,4,2,1.584962501,1.584962501,6.022367813,1.584962501,4.392317423,11.71896091,2,2.584962501,4.523561956,6.714245518,3,2.807354922,4,3.321928095,3.321928095,1,1
Sample1253,0,2,5.169925001,3.807354922,2.321928095,5.247927513,6.209453366,5,3.459431619,3,2.807354922,4.392317423,3.584962501,5.357552005,12.35782688,4.321928095,4.247927513,5.129283017,8.233619677,3.321928095,3.584962501,3.906890596,5.169925001,4.087462841,1,1.584962501
Sample1254,0,2.321928095,4.169925001,3.807354922,1.584962501,9.154818109,9.813781191,5.044394119,2.807354922,1.584962501,1.584962501,6.044394119,3.169925001,5.209453366,11.30549179,3.584962501,3.700439718,4.857980995,8.348728154,3.321928095,3.700439718,3.807354922,4.087462841,4.523561956,1,1
Sample1255,0,1.584962501,3.807354922,3.169925001,1.584962501,8.686500527,9.645658432,5.169925001,2,2,2,5.977279923,3.169925001,4.392317423,12.12992693,3.459431619,3.321928095,4.95419631,7.768184325,2.584962501,3.459431619,3.584962501,3.807354922,4.523561956,2.584962501,1
Sample1256,0,2,4,3.321928095,1.584962501,7.539158811,9.668884984,5.727920455,2,2.584962501,2.321928095,5,3.169925001,4.392317423,11.94836723,3,3.169925001,4.169925001,8.118941073,3.321928095,2.807354922,3.906890596,5.247927513,4.807354922,1,1.584962501
Sample1257,0,3.700439718,4.459431619,4.392317423,3.459431619,6.392317423,5.554588852,6.741466986,4.64385619,3.700439718,3.584962501,4.459431619,4.95419631,5.584962501,11.05052891,5.087462841,4.64385619,6.50779464,7.73470962,5.672425342,4.459431619,5.64385619,5.781359714,6.06608919,4.321928095,3.584962501
Sample1258,0,3.459431619,5.321928095,4.64385619,5.459431619,7.888743249,6.857980995,6.044394119,4.459431619,3.807354922,5.807354922,5.672425342,5.392317423,7.851749041,9.700439718,5.554588852,5,4.584962501,6.169925001,4.321928095,5.129283017,5.392317423,5.491853096,7.794415866,3.459431619,3
Sample1259,0,3.700439718,4,4,3.169925001,8.851749041,8.266786541,6.247927513,2.584962501,3.584962501,3.584962501,6.658211483,4,5,11.18053081,3.169925001,3.700439718,4,7.159871337,3,4.523561956,4.169925001,5.321928095,5.247927513,1.584962501,2
Sample1260,0,3.169925001,5.95419631,4.392317423,4.523561956,7.257387843,7.159871337,5.906890596,5.209453366,4.523561956,5.209453366,4.857980995,5.169925001,6.988684687,9.417852515,5.727920455,5.321928095,6.807354922,8.447083226,4.857980995,5.523561956,5.044394119,5.491853096,5.491853096,4.64385619,3.321928095
Sample1261,0,4.807354922,5.129283017,4.807354922,4.523561956,6.392317423,6.857980995,6.321928095,4.700439718,4.64385619,4.169925001,4.584962501,5.169925001,5.882643049,10.32418055,4.906890596,5.285402219,5.554588852,7.098032083,4.459431619,5.209453366,5.087462841,6.14974712,8.665335917,4.523561956,3.169925001
Sample1262,0,3,4.906890596,3.584962501,3.459431619,7.658211483,7.312882955,5.209453366,4.523561956,4.087462841,3.700439718,5.285402219,4.64385619,8,10.44604941,4.584962501,5.087462841,6.554588852,8.118941073,4.523561956,4.584962501,6.108524457,5.491853096,5.857980995,4.857980995,3.584962501
Sample1263,0,2.321928095,4.700439718,3.700439718,2.584962501,9.73809226,9.299208018,5.285402219,3,3.584962501,3.584962501,6.768184325,3.584962501,5.129283017,9.278449458,4.321928095,4.584962501,3.807354922,7.276124405,2.584962501,4.169925001,4.857980995,4.392317423,6.727920455,2.584962501,2
Sample1264,0,1,8.326429487,2,1.584962501,11.42731284,12.37204883,3.584962501,1,1,1,4.321928095,1,3.584962501,10.07012094,1,1.584962501,3.584962501,8.184875343,1,1,1,2.584962501,2.807354922,1,1
Sample1265,0,3,5.906890596,4.321928095,3.169925001,7.857980995,6.977279923,6.044394119,3.906890596,3.459431619,4.087462841,5.781359714,4.906890596,5.700439718,10.94836723,4.807354922,4.392317423,4.584962501,7.900866808,3.321928095,4.906890596,5.247927513,5.523561956,7.451211112,3.459431619,2.321928095
Sample1266,0,2,4.700439718,4,2,6.426264755,7.011227255,4.95419631,3.321928095,2.807354922,2.807354922,6.523561956,3.807354922,5.247927513,12.22941969,3.584962501,3.906890596,4.906890596,7.409390936,6.392317423,4.247927513,4.459431619,5.087462841,6.442943496,1,1.584962501
Sample1267,0,1.584962501,7.54689446,2.807354922,1.584962501,9.62935662,10.23361968,3.807354922,1,1,1,4.321928095,1.584962501,3.906890596,12.574357,1.584962501,2.321928095,4.169925001,7.982993575,1.584962501,2.321928095,2,3.906890596,2,1,1
Sample1268,0,3.321928095,5,3.459431619,2.807354922,7.888743249,7.813781191,5,1.584962501,2.321928095,2.584962501,4.584962501,4.321928095,5.169925001,12.05392588,3.584962501,3.584962501,4.392317423,8.076815597,3.169925001,4.247927513,4,5.321928095,7.238404739,1,1
Sample1269,0,2.321928095,5.491853096,4,2,6.942514505,7.169925001,5.491853096,2.807354922,2.321928095,3.459431619,4.459431619,4.906890596,4.64385619,12.21583631,3.906890596,3.906890596,5.044394119,6.942514505,3.807354922,4.321928095,4,4.754887502,5.044394119,1.584962501,1
Sample1270,0,3,4.906890596,4.087462841,1.584962501,7.8008999,7.54689446,5.700439718,3,4.247927513,2.584962501,4.857980995,3.807354922,6.129283017,11.80170836,4.392317423,4.64385619,4.64385619,8.335390355,2.807354922,4.169925001,4.247927513,4.087462841,4.584962501,2.584962501,1
Sample1271,0,3,4.807354922,4.247927513,3.169925001,6.754887502,6.409390936,6.022367813,3.700439718,3.906890596,3.459431619,5.357552005,4,4.95419631,11.60408986,5.129283017,4.247927513,5.807354922,7.459431619,3.169925001,4.392317423,5.044394119,4.700439718,5.930737338,4.247927513,2.807354922
Sample1272,0,3.906890596,3.584962501,3.459431619,1.584962501,9.087462841,10.17492568,5,1.584962501,2,1.584962501,8.344295908,2.321928095,4.857980995,11.1234748,2.807354922,3.321928095,3.807354922,7.74819285,2.321928095,3.321928095,3,4.459431619,4.807354922,1,1
Sample1273,0,3.321928095,6.375039431,4.169925001,4.64385619,7.781359714,6.426264755,6.022367813,4,4.169925001,4.321928095,5.247927513,4.754887502,6.06608919,9.764871591,5.209453366,5.426264755,5.882643049,8.527477006,4.807354922,5.129283017,5.209453366,5.857980995,5.554588852,3.906890596,5
Sample1274,0,2.584962501,4.807354922,4.247927513,2.584962501,7.665335917,6.375039431,6.022367813,4,4.247927513,4.247927513,5.392317423,4.459431619,5.523561956,11.41151099,4.523561956,4.459431619,5.129283017,7.584962501,4.087462841,4.087462841,5.491853096,4.906890596,5.781359714,3.169925001,1.584962501
Sample1275,0,1.584962501,4.247927513,3.584962501,1.584962501,10.55362929,6.14974712,4.857980995,2,6.022367813,1.584962501,3.459431619,2,5.247927513,12.13024878,3.584962501,3.584962501,5.807354922,7.960001932,2.584962501,2,2,4.459431619,4.392317423,1,1
Sample1276,0,7.199672345,5.392317423,4,3.906890596,8.108524457,7.055282436,6.14974712,3.584962501,4.169925001,4.392317423,5.459431619,4.392317423,5.392317423,10.95492329,3.584962501,4.459431619,4.700439718,7.17990909,3.584962501,4.523561956,5.426264755,4.906890596,6.700439718,3,1.584962501
Sample1277,0,2.321928095,4.700439718,3.584962501,1.584962501,10.31061278,10.34096276,5.754887502,2.321928095,2.321928095,3,7.794415866,3.169925001,5.129283017,8.317412614,4,3.584962501,3.807354922,6.459431619,2.584962501,4.169925001,3.584962501,4.392317423,4.087462841,1.584962501,1
Sample1278,0,1,5.247927513,7.098032083,6.459431619,12.40514146,9.238404739,4.247927513,1,1,1.584962501,8.891783703,2.807354922,7.087462841,2.321928095,2,3.169925001,8.515699838,7.918863237,3.459431619,3.321928095,2.584962501,3.321928095,2,1,1
Sample1279,0,1.584962501,4.247927513,4.64385619,1.584962501,11.04371086,10.41574177,4.392317423,1.584962501,4.906890596,1.584962501,8.787902559,2.807354922,4.857980995,4.906890596,2.321928095,3.807354922,9.539158811,8.257387843,2.321928095,3.321928095,2.807354922,3.169925001,4.459431619,1,1
Sample1280,0,4.392317423,5.169925001,5.247927513,5.977279923,7.303780748,6.14974712,7.400879436,6.50779464,5.882643049,6.247927513,5.426264755,6.475733431,6.781359714,4.857980995,5.977279923,5.614709844,5.044394119,6.554588852,5.129283017,6.129283017,6.375039431,5.64385619,7.599912842,6.832890014,6.339850003
